Event ID,Event Name,Date,City,State,Finishers,Males,Females,Male Win,Female Win,Average Time,Time STD
1964040111,Rock 'n' Roll Arizona Marathon,"January 11, 2004",Phoenix,AZ,9482,4814,4668,2:10:33,2:31:33,4:50:07,0:58:28
479211121,Philadelphia Marathon,"November 21, 2021",Philadelphia,PA,7145,4342,2803,2:13:28,2:28:34,4:12:15,0:50:36
479191124,Philadelphia Marathon,"November 24, 2019",Philadelphia,PA,10041,5838,4203,2:16:31,2:32:48,4:19:59,0:52:53
479181118,Philadelphia Marathon,"November 18, 2018",Philadelphia,PA,9509,5370,4139,2:14:47,2:32:53,4:21:37,0:52:39
479171119,Philadelphia Marathon,"November 19, 2017",Philadelphia,PA,7761,4540,3221,2:16:25,2:38:14,4:20:12,0:50:57
479161120,Philadelphia Marathon,"November 20, 2016",Philadelphia,PA,8982,5035,3947,2:15:53,2:36:25,4:22:05,0:51:27
479151122,Philadelphia Marathon,"November 22, 2015",Philadelphia,PA,9153,5078,4075,2:17:44,2:40:05,4:18:11,0:49:35
479141123,Philadelphia Marathon,"November 23, 2014",Philadelphia,PA,10330,5717,4613,2:17:28,2:39:59,4:19:40,0:50:04
479131117,Philadelphia Marathon,"November 17, 2013",Philadelphia,PA,10881,5998,4883,2:17:35,2:39:04,4:20:09,0:48:50
479121118,Philadelphia Marathon,"November 18, 2012",Philadelphia,PA,11641,6467,5174,2:17:47,2:35:37,4:14:59,0:46:41
479111120,Philadelphia Marathon,"November 20, 2011",Philadelphia,PA,10313,6042,4271,2:19:16,2:35:46,4:16:31,0:44:02
479101121,Philadelphia Marathon,"November 21, 2010",Philadelphia,PA,8956,5194,3762,2:21:28,2:38:55,4:13:18,0:45:03
479091122,Philadelphia Marathon,"November 22, 2009",Philadelphia,PA,7475,4365,3110,2:17:15,2:46:44,4:14:11,0:48:00
479081123,Philadelphia Marathon,"November 23, 2008",Philadelphia,PA,7230,4245,2985,2:19:57,2:44:02,4:14:12,0:47:02
479071118,Philadelphia Marathon,"November 18, 2007",Philadelphia,PA,6668,3946,2722,2:25:01,2:42:05,4:10:34,0:46:27
479061119,Philadelphia Marathon,"November 19, 2006",Philadelphia,PA,6119,3954,2165,2:17:09,2:40:31,4:06:44,0:41:00
479051120,Philadelphia Marathon,"November 20, 2005",Philadelphia,PA,5887,3824,2063,2:21:02,2:43:07,4:06:23,0:40:08
479041121,Philadelphia Marathon,"November 21, 2004",Philadelphia,PA,6193,4046,2147,2:19:43,2:41:57,4:05:24,0:39:26
479031123,Philadelphia Marathon,"November 23, 2003",Philadelphia,PA,5354,3610,1744,2:16:47,2:45:05,4:04:48,0:41:21
479021124,Philadelphia Marathon,"November 24, 2002",Philadelphia,PA,4535,2984,1551,2:18:43,2:39:47,4:06:24,0:41:37
479011118,Philadelphia Marathon,"November 18, 2001",Philadelphia,PA,3889,2564,1325,2:21:07,2:41:05,4:03:17,0:38:21
479001119,Philadelphia Marathon,"November 19, 2000",Philadelphia,PA,4252,2890,1362,2:18:03,2:41:56,4:05:49,0:42:19
24220529,Ottawa Marathon,"May 29, 2022",Ottawa,ON,2290,1544,746,2:06:03,2:30:08,4:10:52,0:48:21
24190526,Ottawa Marathon,"May 26, 2019",Ottawa,ON,2777,1900,877,2:08:02,2:26:33,4:15:51,0:49:03
24180527,Ottawa Marathon,"May 27, 2018",Ottawa,ON,2737,1822,915,2:08:52,2:22:16,4:08:27,0:46:13
24170528,Ottawa Marathon,"May 28, 2017",Ottawa,ON,4388,2791,1597,2:10:13,2:30:17,4:17:58,0:51:49
24160529,Ottawa Marathon,"May 29, 2016",Ottawa,ON,4181,2731,1450,2:08:13,2:27:05,4:10:54,0:45:43
24150524,Ottawa Marathon,"May 24, 2015",Ottawa,ON,4501,2963,1538,2:08:13,2:25:29,4:07:49,0:46:16
24140525,Ottawa Marathon,"May 25, 2014",Ottawa,ON,5425,3442,1983,2:06:54,2:24:30,4:09:48,0:43:44
24130526,Ottawa Marathon,"May 26, 2013",Ottawa,ON,4801,3137,1664,2:08:04,2:25:30,4:03:33,0:41:13
24110529,Ottawa Marathon,"May 29, 2011",Ottawa,ON,4071,2647,1424,2:10:16,2:32:14,4:13:02,0:47:25
24100530,Ottawa Marathon,"May 30, 2010",Ottawa,ON,3859,2460,1399,2:09:33,2:28:18,4:10:14,0:46:19
24090524,Ottawa Marathon,"May 24, 2009",Ottawa,ON,3449,2159,1290,2:13:22,2:27:39,4:13:25,0:46:10
24080525,Ottawa Marathon,"May 25, 2008",Ottawa,ON,3241,2063,1178,2:10:59,2:28:42,4:09:01,0:48:12
24070527,Ottawa Marathon,"May 27, 2007",Ottawa,ON,3026,1910,1116,2:10:33,2:31:56,4:04:40,0:46:18
24060528,Ottawa Marathon,"May 28, 2006",Ottawa,ON,3243,1977,1266,2:10:31,2:29:41,4:16:52,0:49:22
24050529,Ottawa Marathon,"May 29, 2005",Ottawa,ON,3232,1976,1256,2:14:20,2:31:52,4:06:18,0:39:44
24040530,Ottawa Marathon,"May 30, 2004",Ottawa,ON,3585,2109,1476,2:11:47,2:30:53,4:12:11,0:48:45
24030511,Ottawa Marathon,"May 11, 2003",Ottawa,ON,2576,1580,996,2:15:29,2:33:51,4:03:21,0:36:05
24020512,Ottawa Marathon,"May 12, 2002",Ottawa,ON,2430,1526,901,2:14:04,2:33:13,3:57:46,0:35:45
24010513,Ottawa Marathon,"May 13, 2001",Ottawa,ON,1839,1197,641,2:15:50,2:37:58,3:56:02,0:37:06
481220109,Disney World Marathon,"January 9, 2022",Orlando,FL,11317,5283,6034,2:30:37,2:45:15,5:45:07,1:02:39
481200112,Disney World Marathon,"January 12, 2020",Orlando,FL,14106,6577,7529,2:22:19,2:54:19,5:46:07,0:56:19
481190113,Disney World Marathon,"January 13, 2019",Orlando,FL,11480,5984,5496,2:18:45,2:45:24,5:34:00,1:05:06
481180107,Disney World Marathon,"January 7, 2018",Orlando,FL,20025,9262,10763,2:17:52,2:47:22,5:48:43,1:06:45
481170108,Disney World Marathon,"January 8, 2017",Orlando,FL,17729,8394,9335,2:23:15,2:48:05,5:36:34,1:04:03
481160110,Disney World Marathon,"January 10, 2016",Orlando,FL,19838,9523,10315,2:33:24,2:52:23,5:42:07,1:02:07
481150111,Disney World Marathon,"January 11, 2015",Orlando,FL,19959,9681,10278,2:18:06,2:50:20,5:34:18,1:04:40
481140112,Disney World Marathon,"January 12, 2014",Orlando,FL,19191,9496,9695,2:21:39,2:47:44,5:27:10,1:03:07
481130113,Disney World Marathon,"January 13, 2013",Orlando,FL,20679,10061,10618,2:21:16,2:48:30,5:33:42,1:03:18
481120108,Disney World Marathon,"January 8, 2012",Orlando,FL,13467,7155,6312,2:19:02,2:48:35,5:08:14,1:00:38
481110109,Disney World Marathon,"January 9, 2011",Orlando,FL,13512,7247,6265,2:21:15,2:42:11,5:04:45,1:00:17
481100110,Disney World Marathon,"January 10, 2010",Orlando,FL,16874,8725,8149,2:22:08,2:51:20,5:12:04,0:59:52
481090111,Disney World Marathon,"January 11, 2009",Orlando,FL,14927,7793,7134,2:20:38,2:46:27,5:08:09,0:58:21
481080113,Disney World Marathon,"January 13, 2008",Orlando,FL,12951,6751,6200,2:20:56,2:47:29,5:16:07,0:57:20
481070107,Disney World Marathon,"January 7, 2007",Orlando,FL,10936,5780,5156,2:19:24,2:57:03,5:13:36,0:57:14
481060108,Disney World Marathon,"January 8, 2006",Orlando,FL,10125,5106,5019,2:19:44,2:51:38,5:04:34,0:58:51
481050109,Disney World Marathon,"January 9, 2005",Orlando,FL,7726,3880,3846,2:19:16,2:56:06,5:07:31,0:58:18
481040111,Disney World Marathon,"January 11, 2004",Orlando,FL,9371,4722,4649,2:27:58,2:59:13,5:01:30,0:58:42
481030112,Disney World Marathon,"January 12, 2003",Orlando,FL,9404,4566,4838,2:18:33,2:53:10,5:02:06,1:00:50
481020106,Disney World Marathon,"January 6, 2002",Orlando,FL,7950,3895,4055,2:32:38,2:48:38,5:00:45,0:58:21
481010107,Disney World Marathon,"January 7, 2001",Orlando,FL,8012,4039,3973,2:26:38,2:46:40,4:54:55,0:59:33
481000108,Disney World Marathon,"January 8, 2000",Orlando,FL,7270,3864,3406,2:25:40,2:54:51,4:52:45,0:58:37
472211107,New York City Marathon,"November 7, 2021",New York City,NY,24939,13576,11348,2:08:22,2:22:39,4:39:24,1:02:38
472191103,New York City Marathon,"November 3, 2019",New York City,NY,53508,30794,22714,2:08:13,2:22:38,4:36:04,0:59:21
472181104,New York City Marathon,"November 4, 2018",New York City,NY,52704,30592,22112,2:05:59,2:22:48,4:38:24,0:58:03
472171105,New York City Marathon,"November 5, 2017",New York City,NY,50643,29583,21060,2:10:53,2:26:53,4:37:03,0:56:32
472161106,New York City Marathon,"November 6, 2016",New York City,NY,48468,29830,18638,2:07:51,2:24:26,4:36:30,0:54:27
472151101,New York City Marathon,"November 1, 2015",New York City,NY,49828,28804,21024,2:10:34,2:24:25,4:39:10,0:54:29
472141102,New York City Marathon,"November 2, 2014",New York City,NY,50433,30035,20398,2:10:59,2:25:07,4:34:48,0:53:23
472131103,New York City Marathon,"November 3, 2013",New York City,NY,50062,30536,19526,2:08:24,2:25:07,4:28:59,0:51:11
472111106,New York City Marathon,"November 6, 2011",New York City,NY,46536,29669,16867,2:05:05,2:23:15,4:28:12,0:52:30
472101107,New York City Marathon,"November 7, 2010",New York City,NY,44704,28661,16043,2:08:14,2:28:20,4:28:00,0:52:31
472091101,New York City Marathon,"November 1, 2009",New York City,NY,43250,28178,15072,2:09:15,2:28:52,4:24:42,0:50:44
472081102,New York City Marathon,"November 2, 2008",New York City,NY,37790,24991,12799,2:08:43,2:23:56,4:25:32,0:52:17
472071104,New York City Marathon,"November 4, 2007",New York City,NY,38557,26042,12515,2:09:04,2:23:09,4:29:03,0:51:19
472061105,New York City Marathon,"November 5, 2006",New York City,NY,37936,25607,12329,2:09:57,2:25:04,4:27:24,0:51:29
472051106,New York City Marathon,"November 6, 2005",New York City,NY,36872,24812,12060,2:09:30,2:24:41,4:37:37,0:51:57
472041107,New York City Marathon,"November 7, 2004",New York City,NY,36513,24563,11950,2:09:28,2:23:10,4:37:21,0:50:30
472031102,New York City Marathon,"November 2, 2003",New York City,NY,34729,23014,11715,2:10:30,2:22:31,4:36:39,0:50:33
472021103,New York City Marathon,"November 3, 2002",New York City,NY,31824,21634,10190,2:08:07,2:25:56,4:28:37,0:50:56
472011104,New York City Marathon,"November 4, 2001",New York City,NY,23648,16810,6838,2:07:44,2:24:21,4:26:21,0:50:20
472001105,New York City Marathon,"November 5, 2000",New York City,NY,29327,21015,8312,2:10:09,2:25:45,4:24:38,0:52:11
2028190922,Rock 'n' Roll Montreal Marathon,"September 22, 2019",Montreal,QC,2391,1744,647,2:15:18,2:40:51,4:26:44,0:43:54
2028180923,Rock 'n' Roll Montreal Marathon,"September 23, 2018",Montreal,QC,2413,1760,653,2:11:05,2:28:01,4:11:52,0:42:15
2028160925,Rock 'n' Roll Montreal Marathon,"September 25, 2016",Montreal,QC,3682,2606,1076,2:24:18,2:48:54,4:20:03,0:43:38
2028150920,Rock 'n' Roll Montreal Marathon,"September 20, 2015",Montreal,QC,3024,2207,817,2:26:42,2:58:56,4:14:31,0:40:35
2028140928,Rock 'n' Roll Montreal Marathon,"September 28, 2014",Montreal,QC,3379,2430,949,2:22:38,3:01:27,4:50:08,0:53:26
2028130922,Rock 'n' Roll Montreal Marathon,"September 22, 2013",Montreal,QC,2817,2060,757,2:30:15,2:51:33,4:11:36,0:39:37
2028120923,Rock 'n' Roll Montreal Marathon,"September 23, 2012",Montreal,QC,2678,1940,738,2:18:42,2:47:41,4:12:25,0:39:06
2028110925,Montreal International Marathon,"September 25, 2011",Montreal,QC,2531,1900,631,2:13:43,2:33:20,4:17:21,0:40:23
2028100905,Montreal International Marathon,"September 5, 2010",Montreal,QC,2066,1623,443,2:17:41,2:35:45,4:08:18,0:38:54
2028090913,Montreal International Marathon,"September 13, 2009",Montreal,QC,1756,1352,404,2:16:10,2:39:31,4:14:44,0:39:14
2028080914,Montreal International Marathon,"September 14, 2008",Montreal,QC,1236,973,263,2:17:07,2:42:16,4:17:18,0:39:50
2028070909,Montreal International Marathon,"September 9, 2007",Montreal,QC,1156,954,202,2:15:29,2:43:25,4:03:47,0:39:11
2028060910,Montreal International Marathon,"September 10, 2006",Montreal,QC,1136,920,216,2:20:19,2:43:05,4:04:08,0:37:39
2028050911,Montreal International Marathon,"September 11, 2005",Montreal,QC,1001,808,193,2:17:25,2:56:20,4:07:40,0:41:16
2028040912,Montreal International Marathon,"September 12, 2004",Montreal,QC,820,641,179,2:22:32,2:47:11,4:11:50,0:41:25
2028030914,Montreal International Marathon,"September 14, 2003",Montreal,QC,800,657,143,2:30:31,2:58:54,4:27:10,0:43:38
58211003,Twin Cities Marathon,"October 3, 2021",Minneapolis,MN,3203,1868,1335,2:15:22,2:45:55,4:23:40,0:46:32
58191006,Twin Cities Marathon,"October 6, 2019",Minneapolis,MN,6739,3849,2890,2:12:23,2:31:29,4:23:17,0:45:51
58181007,Twin Cities Marathon,"October 7, 2018",Minneapolis,MN,7157,3972,3185,2:11:58,2:33:04,4:20:09,0:45:00
58171001,Twin Cities Marathon,"October 1, 2017",Minneapolis,MN,7518,4100,3418,2:11:53,2:30:25,4:24:20,0:44:15
58161009,Twin Cities Marathon,"October 9, 2016",Minneapolis,MN,8551,4714,3837,2:08:51,2:30:01,4:21:10,0:44:22
58151004,Twin Cities Marathon,"October 4, 2015",Minneapolis,MN,8586,4776,3810,2:11:16,2:31:39,4:20:16,0:44:02
58141005,Twin Cities Marathon,"October 5, 2014",Minneapolis,MN,8848,4854,3994,2:13:32,2:34:00,4:18:33,0:43:49
58131006,Twin Cities Marathon,"October 6, 2013",Minneapolis,MN,8847,4919,3928,2:13:11,2:30:52,4:17:35,0:43:03
58121007,Twin Cities Marathon,"October 7, 2012",Minneapolis,MN,8781,5094,3687,2:14:53,2:32:37,4:16:40,0:43:06
58111002,Twin Cities Marathon,"October 2, 2011",Minneapolis,MN,8531,4855,3676,2:13:11,2:28:24,4:20:15,0:43:15
58101003,Twin Cities Marathon,"October 3, 2010",Minneapolis,MN,8211,4817,3394,2:14:02,2:27:23,4:15:35,0:42:51
58091004,Twin Cities Marathon,"October 4, 2009",Minneapolis,MN,8429,4889,3540,2:12:09,2:31:48,4:15:47,0:42:41
58081005,Twin Cities Marathon,"October 5, 2008",Minneapolis,MN,7979,4796,3183,2:16:31,2:32:27,4:17:27,0:41:58
58071007,Twin Cities Marathon,"October 7, 2007",Minneapolis,MN,7215,4390,2825,2:13:54,2:34:09,4:43:22,0:43:06
58061001,Twin Cities Marathon,"October 1, 2006",Minneapolis,MN,8215,5014,3201,2:13:52,2:32:17,4:29:30,0:45:49
58051002,Twin Cities Marathon,"October 2, 2005",Minneapolis,MN,7753,4685,3068,2:18:28,2:40:21,4:24:21,0:43:30
58041003,Twin Cities Marathon,"October 3, 2004",Minneapolis,MN,7304,4483,2821,2:13:33,2:26:53,4:18:53,0:43:18
58031005,Twin Cities Marathon,"October 5, 2003",Minneapolis,MN,7084,4376,2708,2:12:47,2:30:41,4:16:41,0:42:40
58020929,Twin Cities Marathon,"September 29, 2002",Minneapolis,MN,6532,3981,2551,2:11:35,2:29:39,4:16:13,0:42:16
58011007,Twin Cities Marathon,"October 7, 2001",Minneapolis,MN,6356,4077,2279,2:14:07,2:26:51,4:15:44,0:41:35
58001008,Twin Cities Marathon,"October 8, 2000",Minneapolis,MN,5896,3744,2152,2:12:40,2:29:37,4:12:01,0:41:08
9220320,L.A. Marathon,"March 20, 2022",Los Angeles,CA,12064,7289,4775,2:09:08,2:25:04,5:18:08,1:17:34
9211107,L.A. Marathon,"November 7, 2021",Los Angeles,CA,8643,5586,3057,2:12:48,2:33:17,5:09:47,1:10:46
9200308,L.A. Marathon,"March 8, 2020",Los Angeles,CA,21626,12732,8894,2:08:26,2:29:28,5:18:54,1:10:49
9190324,L.A. Marathon,"March 24, 2019",Los Angeles,CA,20040,11794,8246,2:11:46,2:24:12,5:22:10,1:12:20
9180318,L.A. Marathon,"March 18, 2018",Los Angeles,CA,19571,11248,8323,2:11:47,2:33:49,5:06:39,1:12:29
9170319,L.A. Marathon,"March 19, 2017",Los Angeles,CA,18892,10930,7962,2:11:52,2:31:36,5:32:08,1:12:17
9160214,L.A. Marathon,"February 14, 2016",Los Angeles,CA,20619,11497,9122,2:13:06,2:30:40,5:20:35,1:10:54
9150315,L.A. Marathon,"March 15, 2015",Los Angeles,CA,21904,12532,9372,2:10:35,2:34:10,5:30:45,1:13:09
9140309,L.A. Marathon,"March 9, 2014",Los Angeles,CA,21481,12358,9123,2:10:37,2:27:37,5:26:10,1:12:48
9130317,L.A. Marathon,"March 17, 2013",Los Angeles,CA,19545,11768,7777,2:09:44,2:26:08,5:11:34,1:08:41
9120318,L.A. Marathon,"March 18, 2012",Los Angeles,CA,18729,11381,7348,2:12:12,2:25:39,5:15:13,1:11:55
9110320,L.A. Marathon,"March 20, 2011",Los Angeles,CA,19626,11896,7730,2:06:35,2:26:34,5:16:52,1:14:14
9100321,L.A. Marathon,"March 21, 2010",Los Angeles,CA,22403,13238,9165,2:09:19,2:25:38,5:23:07,1:09:46
9090525,L.A. Marathon,"May 25, 2009",Los Angeles,CA,14061,8922,5139,2:08:24,2:25:59,5:31:03,1:15:46
9080302,L.A. Marathon,"March 2, 2008",Los Angeles,CA,16941,10436,6505,2:13:50,2:29:09,5:36:12,1:16:11
9070304,L.A. Marathon,"March 4, 2007",Los Angeles,CA,20016,12207,7809,2:17:14,2:37:54,5:42:40,1:16:52
9060319,L.A. Marathon,"March 19, 2006",Los Angeles,CA,20169,12367,7802,2:08:40,2:25:10,5:32:09,1:18:41
9050306,L.A. Marathon,"March 6, 2005",Los Angeles,CA,19985,12409,7576,2:09:35,2:26:11,5:32:26,1:14:46
9040307,L.A. Marathon,"March 7, 2004",Los Angeles,CA,17306,10920,6386,2:13:41,2:30:17,5:46:12,1:15:18
9030302,L.A. Marathon,"March 2, 2003",Los Angeles,CA,16788,10464,6324,2:09:52,2:29:40,5:26:50,1:15:07
9010304,L.A. Marathon,"March 4, 2001",Los Angeles,CA,15948,10086,5862,2:13:13,2:36:58,5:22:14,1:14:33
9000305,L.A. Marathon,"March 5, 2000",Los Angeles,CA,14410,8121,6289,2:11:55,2:33:33,5:32:10,1:23:47
2220116,Houston Marathon,"January 16, 2022",Houston,TX,6252,3926,2326,2:11:03,2:19:12,4:16:47,0:51:18
2200119,Houston Marathon,"January 19, 2020",Houston,TX,6901,4301,2600,2:08:35,2:23:28,4:20:34,0:51:02
2190120,Houston Marathon,"January 20, 2019",Houston,TX,6657,4050,2607,2:10:02,2:23:28,4:22:45,0:49:19
2180114,Houston Marathon,"January 14, 2018",Houston,TX,6710,4145,2565,2:08:30,2:24:51,4:27:26,0:48:09
2170115,Houston Marathon,"January 15, 2017",Houston,TX,7109,4305,2804,2:12:05,2:30:18,4:37:03,0:45:19
2160117,Houston Marathon,"January 17, 2016",Houston,TX,7807,4782,3025,2:10:54,2:26:07,4:25:45,0:47:03
2150118,Houston Marathon,"January 18, 2015",Houston,TX,7132,4347,2785,2:08:03,2:23:23,4:30:29,0:47:48
2140119,Houston Marathon,"January 19, 2014",Houston,TX,7045,4406,2639,2:07:32,2:25:52,4:28:50,0:46:56
2130113,Houston Marathon,"January 13, 2013",Houston,TX,6667,4111,2556,2:10:17,2:23:37,4:30:14,0:47:07
2120115,Houston Marathon,"January 15, 2012",Houston,TX,7637,4839,2798,2:06:51,2:23:14,4:24:52,0:47:39
2110130,Houston Marathon,"January 30, 2011",Houston,TX,6903,4345,2558,2:07:04,2:26:33,4:34:33,0:44:10
2100117,Houston Marathon,"January 17, 2010",Houston,TX,6340,3940,2400,2:07:37,2:23:53,4:29:39,0:45:25
2090118,Houston Marathon,"January 18, 2009",Houston,TX,5345,3477,1868,2:07:52,2:24:18,4:32:02,0:47:33
2080113,Houston Marathon,"January 13, 2008",Houston,TX,5592,3498,2094,2:12:31,2:24:39,4:28:25,0:44:44
2070114,Houston Marathon,"January 14, 2007",Houston,TX,5333,3305,2028,2:11:39,2:26:52,4:28:03,0:48:04
2060115,Houston Marathon,"January 15, 2006",Houston,TX,5425,3420,2005,2:12:02,2:32:25,4:27:19,0:45:03
2050116,Houston Marathon,"January 16, 2005",Houston,TX,5727,3706,2021,2:14:50,2:32:27,4:26:16,0:45:12
2040118,Houston Marathon,"January 18, 2004",Houston,TX,5383,3547,1836,2:18:51,2:28:36,4:27:07,0:44:32
2030119,Houston Marathon,"January 19, 2003",Houston,TX,4699,3117,1582,2:24:43,2:42:37,4:25:50,0:45:00
2020120,Houston Marathon,"January 20, 2002",Houston,TX,4394,2899,1495,2:28:43,2:50:49,4:23:37,0:41:15
2010114,Houston Marathon,"January 14, 2001",Houston,TX,4015,2763,1252,2:29:27,2:43:40,4:22:32,0:37:56
2000116,Houston Marathon,"January 16, 2000",Houston,TX,4792,3107,1542,2:11:27,2:32:24,4:27:10,0:39:13
480211212,Honolulu Marathon,"December 12, 2021",Honololu,HI,6229,3651,2578,2:14:30,2:41:24,6:01:28,1:38:44
480191208,Honolulu Marathon,"December 8, 2019",Honololu,HI,18787,10344,8443,2:07:59,2:31:09,6:31:57,1:44:24
480181209,Honolulu Marathon,"December 9, 2018",Honololu,HI,19606,10706,8900,2:09:01,2:47:53,6:22:07,1:35:13
480171210,Honolulu Marathon,"December 10, 2017",Honololu,HI,20350,10839,9511,2:08:27,2:22:15,6:19:29,1:38:55
480161211,Honolulu Marathon,"December 11, 2016",Honololu,HI,20222,10767,9455,2:09:37,2:31:10,6:26:33,1:43:01
480151213,Honolulu Marathon,"December 13, 2015",Honololu,HI,21546,11339,10207,2:11:43,2:28:34,6:21:17,1:37:01
480141214,Honolulu Marathon,"December 14, 2014",Honololu,HI,21824,11511,10313,2:15:35,2:30:23,6:04:40,1:33:53
480131208,Honolulu Marathon,"December 8, 2013",Honololu,HI,22054,11769,10285,2:18:47,2:36:02,6:17:15,1:37:17
480121209,Honolulu Marathon,"December 9, 2012",Honololu,HI,22109,11761,10348,2:12:31,2:31:23,5:53:25,1:19:11
480111211,Honolulu Marathon,"December 11, 2011",Honololu,HI,19078,10082,8996,2:14:55,2:31:41,5:55:46,1:27:40
480101212,Honolulu Marathon,"December 12, 2010",Honololu,HI,20169,10459,9710,2:15:18,2:32:13,6:01:40,1:31:15
480091213,Honolulu Marathon,"December 13, 2009",Honololu,HI,20321,10392,9929,2:12:14,2:28:34,5:54:58,1:29:48
480081214,Honolulu Marathon,"December 14, 2008",Honololu,HI,20058,10505,9553,2:14:35,2:32:33,5:58:22,1:32:05
480071209,Honolulu Marathon,"December 9, 2007",Honololu,HI,20692,10731,9961,2:17:26,2:33:06,6:02:51,1:35:30
480061210,Honolulu Marathon,"December 10, 2006",Honololu,HI,24573,12903,11670,2:13:42,2:27:19,5:54:15,1:29:57
480051211,Honolulu Marathon,"December 11, 2005",Honololu,HI,24219,12763,11456,2:12:00,2:30:24,5:49:42,1:28:28
480041212,Honolulu Marathon,"December 12, 2004",Honololu,HI,22314,11593,10721,2:11:12,2:27:33,5:45:09,1:26:56
480031214,Honolulu Marathon,"December 14, 2003",Honololu,HI,22136,11614,10522,2:12:59,2:31:57,5:49:44,1:28:22
480021208,Honolulu Marathon,"December 8, 2002",Honololu,HI,26382,14377,12005,2:12:29,2:29:08,5:50:20,1:30:03
480011209,Honolulu Marathon,"December 9, 2001",Honololu,HI,19221,10633,8587,2:15:09,2:29:54,5:44:25,1:24:50
480001210,Honolulu Marathon,"December 10, 2000",Honololu,HI,22632,13174,9458,2:15:19,2:28:33,5:51:18,1:30:23
42210619,Grandma's Marathon,"June 19, 2021",Duluth,MN,2773,1518,1255,2:13:04,2:29:04,4:18:55,0:58:19
42190622,Grandma's Marathon,"June 22, 2019",Duluth,MN,6356,3405,2951,2:11:56,2:28:06,4:18:38,0:57:42
42180616,Grandma's Marathon,"June 16, 2018",Duluth,MN,6093,3326,2767,2:10:06,2:24:28,4:18:26,0:54:15
42170617,Grandma's Marathon,"June 17, 2017",Duluth,MN,6438,3506,2932,2:12:06,2:32:09,4:31:43,0:55:48
42160618,Grandma's Marathon,"June 18, 2016",Duluth,MN,7521,3780,3741,2:11:26,2:33:28,4:44:11,0:57:41
42150620,Grandma's Marathon,"June 20, 2015",Duluth,MN,6075,3436,2639,2:10:36,2:32:06,4:12:10,0:49:32
42140621,Grandma's Marathon,"June 21, 2014",Duluth,MN,6211,3498,2713,2:09:06,2:33:43,4:14:34,0:50:50
42130622,Grandma's Marathon,"June 22, 2013",Duluth,MN,5614,3271,2343,2:11:14,2:26:31,4:12:37,0:47:43
42120616,Grandma's Marathon,"June 16, 2012",Duluth,MN,5785,3423,2362,2:12:24,2:33:13,4:21:28,0:47:55
42110618,Grandma's Marathon,"June 18, 2011",Duluth,MN,6333,3655,2678,2:12:15,2:30:38,4:16:35,0:48:29
42100619,Grandma's Marathon,"June 19, 2010",Duluth,MN,5613,3467,2146,2:15:44,2:31:35,4:26:04,0:48:28
42090620,Grandma's Marathon,"June 20, 2009",Duluth,MN,5890,3637,2253,2:15:13,2:36:52,4:40:11,0:49:39
42080621,Grandma's Marathon,"June 21, 2008",Duluth,MN,6856,4332,2524,2:13:41,2:38:52,4:29:59,0:47:13
42070616,Grandma's Marathon,"June 16, 2007",Duluth,MN,6898,4383,2515,2:15:54,2:35:40,4:26:06,0:45:23
42060617,Grandma's Marathon,"June 17, 2006",Duluth,MN,6909,4303,2606,2:14:30,2:33:39,4:30:25,0:47:39
42050618,Grandma's Marathon,"June 18, 2005",Duluth,MN,6885,4344,2541,2:13:18,2:28:43,4:19:05,0:44:45
42040619,Grandma's Marathon,"June 19, 2004",Duluth,MN,6750,4225,2525,2:17:59,2:35:08,4:21:15,0:44:54
42030621,Grandma's Marathon,"June 21, 2003",Duluth,MN,6868,4353,2515,2:11:22,2:27:05,4:16:24,0:43:43
42020622,Grandma's Marathon,"June 22, 2002",Duluth,MN,6836,4347,2489,2:10:57,2:32:21,4:08:59,0:42:34
42010616,Grandma's Marathon,"June 16, 2001",Duluth,MN,6699,4271,2428,2:14:25,2:35:13,4:21:06,0:44:58
42000617,Grandma's Marathon,"June 17, 2000",Duluth,MN,6066,3944,2122,2:14:31,2:33:53,4:11:51,0:40:47
67211010,Chicago Marathon,"October 10, 2021",Chicago,IL,26112,14228,11884,2:06:12,2:22:31,4:42:32,0:58:46
67191013,Chicago Marathon,"October 13, 2019",Chicago,IL,45956,24626,21330,2:05:45,2:14:04,4:29:51,1:00:21
67181007,Chicago Marathon,"October 7, 2018",Chicago,IL,44584,23934,20650,2:05:11,2:18:35,4:34:01,0:59:00
67171008,Chicago Marathon,"October 8, 2017",Chicago,IL,44508,22906,21602,2:09:20,2:18:31,4:47:23,1:01:29
67161009,Chicago Marathon,"October 9, 2016",Chicago,IL,40608,22045,18563,2:11:23,2:21:32,4:34:48,0:56:54
67151011,Chicago Marathon,"October 11, 2015",Chicago,IL,37182,20144,17038,2:09:25,2:23:33,4:33:14,0:52:37
67141012,Chicago Marathon,"October 12, 2014",Chicago,IL,40801,22299,18502,2:04:11,2:24:35,4:33:03,0:55:14
67131013,Chicago Marathon,"October 13, 2013",Chicago,IL,39122,21618,17504,2:03:45,2:19:57,4:32:23,0:52:43
67121007,Chicago Marathon,"October 7, 2012",Chicago,IL,37455,20688,16767,2:04:38,2:22:03,4:32:02,0:53:30
67111009,Chicago Marathon,"October 9, 2011",Chicago,IL,35670,20256,15414,2:05:37,2:18:20,4:40:34,0:53:25
